Date,ADS.DE,AKZA.AS,ALV.DE,ASML.AS,ATO.PA,BAS.DE,BAYN.DE,BEI.DE,BMW.DE,BN.PA,BNP.PA,CA.PA,CAP.PA,CO.PA,CON.DE,CRBN.AS,CS.PA,DAI.DE,DBK.DE,DSY.PA,DTE.DE,EN.PA,ENGI.PA,EO.PA,EXO.MI,G.MI,GFC.PA,HEI.DE,HEIA.AS,RMS.PA
2008/7/29,1505093,6623111,3664432,2796563,1120129,5626640,4714247,854988,4642472,3351809,6482163,4341500,2340300,451800,1560751,342600,16452017,9484359,12097471,1016600,18164626,1151500,4168300,16672,543251,6569705,74590,113901,2228500,220900
2008/7/30,1678716,3171200,2620278,3249785,389547,5047967,7362017,489525,2999434,3103083,3975400,2472100,2940000,385800,1403827,416300,14328542,9479979,8013891,1296200,18076276,1114900,4554000,18207,445147,6382468,61876,85103,2550000,456700
2008/7/31,1061402,3563378,2515989,4898586,564666,9610354,4900501,805361,4395296,4447919,4402500,3825600,3220100,437300,1562383,175200,11718310,10111288,10873378,1833000,29586608,1026800,3911300,13381,595509,9773566,131032,105007,2341000,425900
2008/8/1,1158777,2832889,2093650,3187569,428462,5685565,3342915,539320,14642149,2531449,6481400,3571100,1659800,649400,2034931,614500,10829947,9867720,8388401,883800,19221562,842500,2950600,19304,472760,6016266,95829,122421,1822100,230300
2008/8/4,1388732,2049511,1670315,2966425,344321,5032361,2330037,664926,5551120,1657783,6503500,2304000,1028400,478900,1967947,242600,6797412,12079871,7168357,988000,15666465,1178000,3380800,31150,257819,3461917,63351,95907,2112600,253000
2008/8/5,3732143,2322667,3941330,4070682,331569,6779386,5054210,2795591,5800815,2646221,10641600,3850000,2110000,683100,1892495,365400,15551372,12772690,13369859,1080200,28613124,1736800,4719800,19085,581358,7273680,140923,219230,2558000,214600
2008/8/6,4117390,2832000,3365390,3646489,459884,6141886,3877650,1391836,4007165,2084018,11015100,4553500,1922700,608300,1620570,546300,13915065,10326741,8365012,870000,22156034,1655800,7278400,33782,714759,5044832,86591,249767,1974400,350300
2008/8/7,2468345,1828356,5405914,3222142,334461,3834829,3524311,1360356,4214595,2685538,7621400,2442400,1609100,516200,931957,384900,25667660,7466089,10378510,830400,34667272,853400,5212300,22924,442921,4380577,87661,126753,1259200,292000
2008/8/8,2325840,1346400,3255548,4180638,460278,3494539,4606973,943859,8626905,2775935,5070055,4613100,976300,632900,1496652,398300,20859855,12055422,8658640,601400,23760802,2368700,4048400,12394,240408,3656998,72761,218512,1986900,176700
2008/8/11,1939302,1508089,2900776,2898665,422020,2669975,3208726,739495,7986719,1771601,3384600,2602800,1024600,388500,1846964,301900,11605218,12463502,7425991,667000,21581716,1495100,4846300,23582,333397,4070802,68195,196874,1185200,204300
2008/8/12,1399087,1772711,2195904,3440283,441215,3786881,2541551,1454331,6611109,2685432,5223400,5463800,1538000,496300,2047669,364900,13915576,11425102,8022897,826200,15897716,1767600,4894200,29285,481585,3661999,95703,83725,1579200,275600
2008/8/13,1775821,2110133,3609094,5286050,429514,4408771,4397078,618822,8314161,2242346,6964891,5590600,961600,582700,4853034,1420000,13914246,9846665,14310967,567200,23692740,1460100,6135100,11517,467619,4787828,96377,120699,1455700,248000
2008/8/14,1352691,1473956,2609645,3902668,468035,3316941,2705485,920848,4748528,2742023,4664700,2401600,903600,438700,2606034,790900,9593709,6962211,8061811,407600,21839700,1226300,6833300,13710,327302,3666977,69946,81982,2182500,218500
2008/8/18,1578610,1510933,1691006,2625238,249918,2974478,2245606,529140,2944833,1365728,3278970,1857585,866297,230692,1049731,341200,7613894,4809443,4746261,404634,14673711,686933,2777907,12021,276157,3671584,49670,50583,1146600,133090
2008/8/19,1570654,1169689,4259549,3255175,236079,5489793,3220070,545487,3437130,1567509,5755030,2950490,1246046,313193,1591258,544500,14409714,8150981,12216591,841998,18902089,1388006,4213964,8691,285432,4808467,103802,121138,1167700,260829
2008/8/20,1423382,1115022,3183945,3696154,409084,3163082,2468287,708641,3099139,2289514,3407628,3185033,1036237,562554,1566483,842100,10588712,5723292,7886240,561274,12756361,833549,4506113,7459,525231,3571581,87385,84982,1481400,277972
2008/8/21,1513209,1133244,2800699,2716175,306370,3351478,2661109,657094,3776398,2096093,3508636,3832764,689817,546928,16298184,808800,10200780,11598217,7544853,730674,15334323,1318364,4389570,4264,311216,4339186,85192,80703,1589600,247492
2008/8/22,1604363,1053422,3358201,1945097,265075,3987988,2613627,787473,2944165,1619827,4368992,2461497,810514,574949,7462010,515700,11116839,5998502,8404239,566742,15366806,1266765,3865447,11222,851472,3753000,60372,87756,1982500,221374
2008/8/25,1064058,711733,3146313,1874642,155961,1711618,1308935,413309,2351230,1091480,2070376,1478273,569402,213602,5297637,379100,6371571,4330045,2728878,200278,7533719,916733,2370174,15001,253420,1861634,38833,42099,726900,88644
2008/8/26,1696967,912000,4017376,2252481,142910,3451532,2830546,601889,3514022,1539031,3175872,2259792,867265,435701,7599885,489100,9334472,4589074,5127254,456506,13351141,1258204,4451318,11403,473211,3885906,98219,73762,1411400,132951
2008/8/27,1447836,797511,3027943,2440977,193216,2822949,2843647,557211,2804468,1945557,2531347,2356914,1768444,319997,6003236,475700,9150168,7628534,4679466,348496,24527443,1335008,3778918,5146,425272,3454878,113220,64725,3097910,120000
2008/8/28,1360987,1389244,5260044,2541539,298571,6901161,4278895,540759,3493308,1899877,7194195,4901850,1134385,602462,2572954,472800,14909754,8996746,7310789,724172,23660136,1869024,4125961,5516,391193,5333314,50981,63378,1769900,194590
2008/8/29,1062120,1342933,3316989,3143987,417147,4289248,2834366,927845,2938186,1544821,4310546,6562045,1179317,790404,2217498,524000,12969634,8349743,5610964,617718,14357485,2103617,3650788,14432,710174,3769238,94656,87452,1919000,265849
2008/9/1,699228,919556,3318424,2098635,150937,2657414,2345107,857169,2898497,1269195,2303071,3659015,758908,355723,1335360,438100,9689638,5163428,3897449,374836,10541154,783530,3246785,9231,561960,3310643,45276,34779,1337157,178623
2008/9/2,1494426,1867200,4849034,4339951,262365,4574931,3727230,1025836,6146041,1838315,6706963,3842797,1260548,440692,2033226,861800,24696512,14079001,7372923,680760,21414339,1997603,4108382,20704,960891,6794689,92376,107012,2220200,470113
2008/9/3,1430586,934044,3166394,3593282,367560,3272509,2956771,791105,3442887,3036559,4058333,2368461,879758,317979,2143692,361400,13149422,6718711,6042446,464072,20447523,946923,4705870,8589,758961,3334919,96070,75878,2360374,229495
2008/9/4,1494099,1523022,3482781,5480783,535329,5179513,4795698,967772,4404923,3596063,5282882,3447342,2191022,294095,2010169,555200,14885613,9404740,9606303,614706,24756745,1855833,5434654,17061,1511853,5033651,197154,91313,2059100,236021
2008/9/5,1545322,1329511,5539068,6354733,540584,8100265,5370171,924065,4602887,4104317,5954495,3429320,2472498,461943,2853530,939600,18629632,13370353,10779983,999106,29523050,3515262,5740850,20303,657519,8364256,170562,139173,2728600,301340
2008/9/8,1441623,1634133,6142827,3806418,516009,5978347,4815731,1031446,4974155,3173826,9474445,3147096,1820044,417428,2123687,856200,38289892,9967936,19950011,1015696,23740790,1656410,5498610,16714,0,9296768,128512,84623,1661000,298225
2008/9/9,1276784,2420267,5292499,3534685,687858,7173408,7641517,1444452,4562247,2344537,6779106,1928626,2550050,463782,1593563,504600,19729992,7636512,19946105,1194816,20121428,1412193,4591714,14604,3524477,6299322,101337,129240,1949680,227066
2008/9/10,1462632,1564267,4309086,4668895,816951,7711885,4839187,1481430,3186350,5534693,7158288,2482747,1845134,369437,2668790,528100,15637873,7133650,14381705,683590,18653174,1494136,7243490,13178,1938583,5612858,84993,93301,2583136,273293
2008/9/11,2502598,1256444,3705454,4991833,1054309,4737570,4679240,853576,3562627,2717800,6386230,2925853,1268592,466070,1902917,412000,20908356,7496064,15792846,691880,18178408,2129857,5984285,20392,1447060,5323784,110951,100593,1972600,299690
2008/9/12,1902159,1352711,3086181,7701694,495581,5189609,4413776,541535,2964171,1880787,4532009,2606023,1494664,407793,2553549,418000,12930078,6399079,18713466,882980,18883777,1673804,6620057,23551,613873,5203565,103515,249124,1699800,158582
2008/9/15,2583469,1650311,12319402,5469926,736113,15408082,10522904,1164525,5295881,4148997,16676112,5310213,2342103,335052,4784704,398700,40301615,14688210,28647649,728734,60252553,2971939,8084231,18943,867849,15147356,113743,206865,2451515,399822
2008/9/16,2329458,2433244,11830304,7250243,864253,13709708,13495394,1393548,7016978,6800411,13105071,5277506,2911972,931871,5245569,840500,34035933,13875143,28117664,1403232,55300488,2887906,9042812,20811,1803433,14216154,135299,295703,2996490,946311
2008/9/17,1928878,3556267,8179675,6896505,704322,15819410,9177656,936541,6164324,4367983,11184977,4937496,3517712,474693,4181234,778100,34505524,12786051,25464281,1262296,35321532,2669328,9439265,27019,776424,8253809,203589,164663,3045460,416294
2008/9/18,2383720,2674489,14395004,5870326,1072870,12168023,7412210,1046411,7397752,6653683,12559312,4402558,2571695,699976,3989555,659000,27263751,12836351,22773091,1192998,33156498,3676150,8807943,56434,1134387,12774725,166632,171862,4406143,775811
2008/9/19,3906010,2222667,16330177,8994062,1476759,18660655,15638716,1739224,16821272,8635020,29095723,10407184,4267033,842631,6118453,846800,56922776,20517347,53170232,1951376,59767769,3382124,14572515,56433,1358444,24975136,229464,567981,5581600,1350962
2008/9/22,1794171,1867822,4829887,4905901,372798,7014766,8023769,905635,6748073,3300875,9040232,4572800,2246697,614282,2924146,387000,18735126,7716762,19985032,758994,25493459,1271360,7084123,12585,413135,11639181,99793,152963,1912500,346294
2008/9/23,2279405,1916340,3827240,3860472,753705,6074667,5509568,1144992,5213465,3115059,6166611,4992663,1829012,738826,1249567,382600,11970715,7893209,15868078,516000,27918256,1608723,7199958,15099,446366,9947739,109467,147327,2554380,342119
2008/9/24,1701192,2178400,3799455,5620692,652751,4538339,3674041,731245,3091268,2519285,3693471,3877521,2308476,590823,681645,324800,6801878,6593628,10666520,869076,18517487,1834938,4534734,17592,692684,8241413,82826,127688,2312632,218271
2008/9/25,2110088,2800089,4561603,3939551,600961,5938485,4908058,1266149,3425406,3499156,5516923,4270045,1864040,489613,1032142,283700,11203814,7751944,9661730,725548,24696735,1660929,5443088,16774,327858,7108589,68749,79297,1869172,170955
2008/9/26,2043064,2740889,3028931,4067756,485659,4591656,3909678,956060,3902953,2544387,5598254,2594101,2499357,381534,1087364,266100,9107048,9323269,11554995,598388,17549446,2028126,4817110,23259,803163,5110736,100129,137228,1977800,188356
2008/9/29,2170197,4047644,6583053,7116186,501386,9698985,6078104,1141300,4904180,4390751,6879689,4441686,1958805,497483,993627,416400,12836983,11045012,15872913,1208048,32238305,3184285,6950161,23624,763413,7597941,103658,113753,1911015,586813
2008/9/30,2020142,2649778,5701081,6468770,697573,8611107,7454349,1694597,6065468,6564448,9530959,6529494,1965686,981907,1306883,412700,16859107,17374414,15956688,1458148,51153506,3732679,8693194,50004,1229548,7796478,97291,181638,3727400,492082
2008/10/1,1527922,2027129,3845168,4087237,463594,7061082,6776194,1396791,5678815,3778257,5280408,3937767,1429162,640603,929911,247200,12218256,23012057,9013867,1125044,38388132,1945376,5426511,19721,1089549,6564969,104694,334650,1822554,345516
2008/10/2,1771400,2476711,4048121,4776233,455796,9896974,9585304,1865020,7360338,4593930,5802473,3820367,1576199,619963,1497351,496100,19815543,16637756,10954014,1081642,31689398,1886532,5542139,18596,591666,6278918,125879,213173,2895517,376793
2008/10/3,1265200,1749872,4252685,3588739,505972,7447485,7143650,1272340,4237728,3981660,9764598,5091860,1987633,550551,806373,381000,14170515,9677766,12398503,1213496,33782548,2753682,7638084,20228,617212,4890273,93478,450076,2377800,186719
2008/10/6,3029996,2069333,7181508,6275115,818994,12437046,8027955,1599534,7187573,5495153,12232173,7884361,4579632,802942,1481379,441400,19572740,23835741,17379981,2009748,48628658,3684746,10258579,20801,742345,8527542,91485,489768,2383430,425488
2008/10/7,4009986,2069600,7307841,5414255,1459922,11702067,8478391,1054281,7957838,4526114,8242025,7381110,5296141,464789,1374843,486600,19131181,19740125,20402721,1889720,47714402,3180564,10319891,23808,821236,6188468,119407,176748,4657906,415956
2008/10/8,3668132,3261689,9929108,6228992,1221916,23937404,15678405,1418877,9404734,7816584,12063851,8040488,4455533,879586,1458272,415900,29915536,28386886,24359496,2100166,65737414,5115430,16777143,50437,912422,10058569,112730,311552,3845460,438136
2008/10/9,1944846,2966756,5738320,4526907,542359,11943898,10101869,1204998,7043953,5492399,8546652,5719448,2932483,869577,1010248,404700,16895932,16981752,18211204,1436936,44743988,4262972,21683430,45869,1072324,7042726,109660,312130,2386500,425194
2008/10/10,4568458,2646489,11854517,8663809,1056269,22146392,16805592,1666552,15202099,8883321,15383523,14917957,3892824,1092107,1173962,898000,32412023,28085622,30224401,2342554,98790758,5595793,23797444,61739,1530907,14992098,147123,373732,3166300,586950
2008/10/13,3302065,2423733,8193283,4941321,385142,15530210,11672331,1087846,6756828,6171972,9106965,8734424,2617440,811235,841786,744300,18692397,20543757,27952282,1285940,54754532,3606094,16906557,58931,492794,9664069,124113,141515,3082100,332723
2008/10/14,2571156,2301600,6534057,8221136,556632,14170176,9623181,869487,6175126,5134050,11074393,9208424,2701836,903120,1061312,674900,20405864,17018983,25241558,1506558,46804622,3759408,15105219,61710,931476,10260142,114160,190393,3441500,314892
2008/10/15,4008525,2488000,6120273,12249160,796526,12673381,10662347,766815,7133547,5246722,6879805,7904509,2907991,689890,831721,507300,15374103,14768829,17395864,1206346,56594041,2981087,12148869,41507,892627,7060277,88528,359865,2461800,271840
2008/10/16,3096574,3222844,7237154,8800715,867221,16778807,17214404,1099856,7004082,7105296,9966380,9329862,3293956,688054,717025,629400,23744268,16310060,16614432,1361204,53462907,4466859,12580355,42284,830908,9142178,97600,548257,3488138,317974
2008/10/17,3833200,2668711,7076823,6276963,795715,15863855,17208200,995435,7261474,5741892,9030535,9426624,3365721,1291965,1047010,455700,23618897,17891586,16585099,1317130,73647076,3877490,12239149,49413,760180,7605488,58416,590948,3031480,281347
2008/10/20,2081752,3183467,4475308,5580960,628044,9650146,9618193,707515,4190565,3673200,6584957,6061046,3145171,725852,590477,308600,10477927,9782480,9659140,1189302,40840989,1833410,11821548,46567,506999,7562903,52585,236848,2133800,243678
2008/10/21,2593626,2235733,3789941,4888191,601563,9103646,8535022,931309,4207588,3135024,7666017,4046855,1850190,718868,610098,401300,9530313,9854842,9943761,944128,35093053,1651768,7741245,40581,534267,5360071,106322,815136,1785523,265400
2008/10/22,3434305,2534222,5433204,4824358,453167,9085081,7967452,947564,5564685,7151655,5437920,4446005,1299057,612022,526692,392500,11200982,12553395,8710415,514442,42844249,1757217,7326136,96633,878502,6091375,92913,784314,2021100,213962
2008/10/23,2866585,2650933,5481649,4463767,472259,9000129,7505143,989576,6456732,5741762,4435891,3441346,1490495,621981,541404,432200,16700937,17523515,8041844,760616,34944457,2298183,6677305,45033,472946,4892391,84189,491431,2256900,222150
2008/10/24,3199937,3676557,8012234,7112567,796415,15705958,12152833,1264257,6819419,5983572,8522843,8716731,2301929,906381,886193,483254,24188640,20350493,18081128,1106260,54238626,3676570,9193657,128743,701694,11416494,121869,623982,3228400,291155
2008/10/27,3443380,1963583,8465915,6696921,447431,15819046,12781364,1276357,6834079,3742953,5682346,7625900,1543903,428314,758923,441006,15526269,16471102,21179671,1084170,48776945,1818146,7932776,55548,308540,7550330,61023,284308,2518900,269054
2008/10/28,5900584,2101398,12916397,4914217,635644,29119035,23059001,1424404,9758488,5678313,10349702,9707798,1761461,430409,1510233,432811,18976397,24787322,27732016,1208238,84876634,2373022,12591353,47421,248676,11609454,62923,461217,3876823,539168
2008/10/29,3990330,2614752,9770788,4033106,717508,24230687,14083142,821150,7707666,5324408,10379936,8294069,1545454,662319,962830,288304,31129891,22092910,23869988,1306268,69561598,3580951,12523632,60334,436190,9429540,98954,495696,2335446,475662
2008/10/30,2636690,2379171,7080341,3977435,997297,14925066,11223105,1170865,6557073,6424618,6415187,5800395,1726863,659501,666803,345951,17164689,21027271,21392277,1041778,45732187,3697486,8331087,44906,339465,7775170,101962,845039,1656300,288282
2008/10/31,2685237,2145160,9702282,5824434,819914,13151278,9791325,1770506,5781716,5246883,5358097,5885239,1615620,675664,800253,380591,18449117,13396421,14461253,783258,47997181,2495380,6823119,49730,648270,6187222,135207,599208,3293746,287221
2008/11/3,1773925,1534412,5454238,3521441,456541,9657730,6151538,1217888,4134408,2371892,3054960,3626131,890220,511401,743496,2047186,9474897,8117387,13474643,1205320,26395368,1314590,4752074,76038,503713,2659308,62840,715528,1938592,226890
2008/11/4,2689555,2221523,7327159,5685757,425249,9228580,5954873,1041375,10605187,3300710,5888136,5543757,1814111,764140,763017,924704,21621606,11569953,15399134,1669574,34827379,2114132,7645399,90319,464042,8726524,50436,784160,1717000,252687
2008/11/5,1597148,1478583,5828001,4459147,370523,8520947,6736344,1034327,6340451,2765771,6264153,3679146,1271468,482440,283472,676484,11908002,6802110,12863845,1207972,24155911,1930608,5303678,80433,412526,4626647,105415,454671,2071100,157936
2008/11/6,3512380,1776366,6491865,5756366,515409,10680346,6894344,872480,6235511,6856586,6546059,4321058,1675144,591035,410846,592088,13381966,11409574,15340581,1149802,37606370,1666191,7167590,70314,744545,6736175,90354,241429,2107347,264639
2008/11/7,2263604,1312804,4482851,2805803,377608,7918251,5966769,514563,3458608,4370144,4312028,3838856,1555879,421763,318073,512525,10143931,8357694,12270608,948166,30424298,1921464,5860147,54500,438469,5745802,70454,210190,1988400,248239
2008/11/10,1346526,1414388,4755697,4226992,426141,6734374,4956691,579632,4388654,2663130,5336424,2234703,1024325,304339,269655,270908,6678554,4622946,9066352,837960,18553856,2064873,4351206,38328,189687,3193203,53449,129160,1256100,249256
2008/11/11,1806530,1769854,4855806,4163467,409130,6785762,6314121,593316,4881134,2095828,6876351,3279983,1166147,383948,451913,330924,11164869,8164207,13106729,939420,25791058,1781590,4335518,35401,134912,6072332,100406,209934,1129518,361414
2008/11/12,1829094,1828279,6794130,4394313,507881,6256867,5222153,668950,3618487,3527714,7212212,3761779,1318762,536263,354169,545711,11795417,9933208,15183700,1145976,23396870,1765140,5923899,33335,333980,5229102,78105,193529,1765000,972655
2008/11/13,2109636,1344911,4842452,3079538,547124,5863214,4580688,672215,6217912,3171555,5741874,3850776,1786565,575094,189987,259390,9718167,7662812,10290236,969760,19971437,1312917,6112724,35034,220321,3590860,71010,361289,1740800,584831
2008/11/14,2002636,1592761,3849255,3366825,434288,7046302,5070256,603327,4078713,3733862,6078494,3345999,1815636,307931,2462666,342071,12540586,8157629,11846523,1252222,21993436,1218299,6205450,44361,253340,3574134,73551,199745,1566900,274079
2008/11/17,1528107,918165,3498722,2715097,873992,5706219,4713616,670756,4181004,2457386,7553229,4673532,1036342,465865,1154826,155680,10889144,8161209,12487581,1347084,24826996,963882,5974111,53200,143683,4067981,45117,591945,1813098,206097
2008/11/18,1325157,1868164,3933279,2493414,393807,6013425,6377446,516538,3219116,2679301,10635789,6069472,1253326,509494,511601,248164,12604466,6199223,11023818,878940,29665089,1675797,6206533,42639,267067,5970837,55711,249582,1263300,179072
2008/11/19,2184693,2396984,3548100,3440129,763770,26719857,9103557,672619,7597123,2963502,12331602,3978128,1538268,601020,404658,272346,9848073,9208368,17338036,1163380,22540949,1333268,6406495,19878,620869,4736611,82343,172378,2172256,186394
2008/11/20,1959241,1911413,5099851,3054128,786137,13498938,7416741,963143,5241150,3668839,11366159,5017741,1428384,914091,385959,397186,19689041,9791332,23473510,1021136,30615837,2772628,8878382,51989,398719,8812878,129712,315616,3143800,131172
2008/11/21,1822051,1922271,5936146,3504886,815835,10234648,7203017,803307,6629279,4113831,8866050,4819825,1653077,591087,362052,278321,16053459,10037629,17769094,2010624,40551443,2152637,9690718,41754,658791,7753327,72774,217315,2308200,124452
2008/11/24,2149749,1893324,6609459,3197502,408892,9614391,7558692,462592,5241593,3728403,9254226,6684096,1511744,452881,489051,168750,16449877,12132607,18877009,946908,40226793,2018237,8644368,75754,302842,7083059,60134,295689,1891108,140671
2008/11/25,2392268,3787504,5493214,3858932,674366,9332746,7583781,815879,5241882,3712883,9372989,4985783,1491827,452425,350422,217850,24111917,9713936,18956673,1485750,33675862,3169099,8184457,142817,530133,5161278,119934,245935,1834557,241808
2008/11/26,2004977,1939675,3047758,3037865,537459,7410965,3845310,627099,5020961,2171678,5172087,4143567,1252422,258116,310327,190236,11356628,10583412,8382047,1313746,23477641,1762004,9509675,81155,499976,3907686,97162,122334,1834557,117839
2008/11/27,1211453,946220,4560513,26490636,411333,4701240,2944348,410229,2551241,1260393,6297071,2105626,1075025,298227,363043,108951,8759404,7369239,13859804,678020,23641770,1101981,4252473,58252,315642,2890998,45868,81393,1834557,111562
2008/11/28,1460063,1348452,7607841,2524753,451179,4175708,4124720,706144,3946767,2541170,4625848,3480068,854731,323040,288677,289546,10151051,7679630,8717412,964342,19592994,1778408,5440316,149290,452355,3864299,159154,130052,1238974,138284
2008/12/1,1476710,1939675,4079478,3812116,393273,6870883,4890951,910067,4073488,2827361,6295019,6684096,2473900,483543,334176,511939,9459389,7421220,11196680,1035664,24834158,1893128,5674230,77104,256626,4726148,89473,64600,1834557,116234
2008/12/2,1661549,1467614,3834916,3645257,748686,6963852,4761161,830258,4550111,2093787,4906809,4166434,1393611,582563,461350,555386,12355257,7134072,12005130,827390,36423590,1605079,6359942,77414,342751,5056237,92837,118552,3022019,196179
2008/12/3,1745055,1381675,3188168,3875872,667428,8086769,4900920,797089,4551398,2279692,3053669,3969242,887507,431373,472472,439275,9289556,6862576,9864795,801628,29038633,3421371,4051759,104189,313654,4993453,104803,171567,2822512,125872
2008/12/4,1437320,1666962,5082948,2509584,723407,7663865,4453696,1312189,4548994,2444211,4818861,3420990,1296049,481684,405556,873947,10048592,6920813,9936598,1016290,24798800,1940330,5859591,107331,407305,9050425,124023,253718,1834557,123080
2008/12/5,1582760,1456175,3965015,3417029,572833,7442580,10838941,1205523,3677342,3904792,5287949,6171539,1323787,425017,380984,317365,12516943,8394026,9362021,600950,28839140,1870214,8840341,58067,239375,7615583,70555,213878,1749200,112853
2008/12/8,2010482,1682201,6494425,2963576,495758,8756536,7736981,747322,3302202,3484302,6756254,4605385,1100658,421856,565504,300889,17976390,9975741,12958568,611660,29614535,2094907,9326374,25734,95082,0,70775,141512,1634648,180053
2008/12/9,2433780,2015311,4103412,3772846,352250,6779149,5246122,722331,3517214,3588505,6185460,4859116,1299132,468154,459114,269145,15400243,8913097,9323416,604684,23468420,2354244,6690965,62248,272553,7803351,144189,157199,1834557,275851
2008/12/10,2840646,2383556,2883464,4565561,552454,5761014,4479188,608079,3969905,2444400,3518259,3646305,946713,456819,418805,208147,9590788,6415020,6293571,570652,18720621,1656981,3595759,46008,218917,4428682,73083,262245,2934700,242947
2008/12/11,1203547,2152101,2829583,26490636,274371,6668282,4352023,820353,2581110,2733548,3583381,2349513,1266837,376840,277920,170354,8999100,6489107,6168227,852142,19771839,1105447,3942701,34537,172595,3773874,73384,155171,3483100,218525
2008/12/12,2021102,1393877,4071011,3139444,556762,6511962,5129865,899224,4594888,3123601,5859167,3745083,1102794,388927,606134,218590,9915791,12320757,13059210,573992,29905054,1315740,4978451,68777,250611,4763929,42906,134832,2236496,212884
2008/12/15,1174064,1234323,2640116,3199273,364744,4981307,3137681,699109,2191128,2708777,8128689,3058588,764586,241555,532235,140875,7831008,5262265,6426626,410210,15367416,1117685,4527617,12957,184838,3428490,25245,135857,1391246,236566
2008/12/16,1037437,1114710,4182862,2836141,548699,6957739,3921543,525976,2493053,2081124,4231547,3688578,620630,337948,647909,266902,8202466,5790594,9075641,533832,18970068,1456120,5117668,43967,177418,4481621,32368,163281,1879280,186594
2008/12/17,1531482,1302370,3426328,3455144,588793,7391894,4278791,973087,2524451,2827361,20167622,4103680,896064,449031,550834,494376,9409362,8945558,17959647,639934,24617324,1093908,6535125,32211,315642,4451996,76482,233228,1710099,165067
2008/12/18,1534830,1460539,2676503,8467305,536493,5193121,4569465,504472,2448553,2364429,12261625,10449872,609019,703906,1475882,150410,6818216,7817250,10468317,565042,20912537,1416927,6419104,26916,201480,6239889,72176,161658,1443600,135960
2008/12/19,2122255,2537273,6427375,4675517,481851,13825805,9454992,2694367,6712155,3498088,11867500,4282609,1118123,413931,2536698,275016,14208900,16589484,21076642,551386,57192773,1422615,12200131,50520,463565,7950676,219065,394535,2311902,298928
2008/12/22,785098,1296758,4413226,1910986,536068,6084425,4763952,896329,2857828,1518517,8583490,3146112,1251413,340519,1819827,199081,8294699,6605989,11161595,1041482,22237502,1219540,5300593,31801,293037,4273062,310934,202293,1387000,103534
2008/12/23,748727,855049,2197401,1693384,341389,4981200,2984136,740354,1964167,1232035,5321356,2506176,1044976,452968,707103,156388,5259060,4483063,8276889,944076,14087843,1098269,3853943,51736,184546,3075779,162411,131953,1575400,102665
2008/12/29,605349,596760,1915555,1462538,134718,5984592,3059871,578019,1516368,978717,3199285,1725856,455623,161551,427790,104670,3580991,4488634,8316454,467140,12444541,558206,2181470,15674,62991,2261291,97121,153934,643829,60087
2008/12/30,638610,339889,1720271,1377068,120437,4674418,2535398,420743,1238391,1117211,3928117,2057538,475394,126916,361574,264933,3992515,3866354,6847666,343646,10303609,434395,2858327,21645,209774,2416173,38370,122372,344095,66429
2009/1/2,580197,588630,1424010,1619849,147510,3752004,3088175,356642,1830895,1148095,4883545,2889620,371664,249611,431369,144114,5251228,4140741,4876673,370454,15393008,812907,2667239,33204,231398,2674183,99806,61265,752200,71273
2009/1/5,801686,1134248,1598972,26490636,239442,4686556,3429229,567806,2226528,2465043,4973988,2246267,596561,237112,433115,207732,7611402,5796340,6225951,477934,26291876,889881,4855821,35037,546245,2975043,220641,81090,1570104,94843
2009/1/6,1400155,1099837,3403388,2795793,442698,3772495,5046207,566162,2756874,1735147,7598070,1990670,1304146,477633,296547,350011,7142893,4739608,7383090,644876,18198927,1485595,5396363,66228,260681,3102880,214190,849930,1974551,107067
2009/1/7,1097019,1148547,2934935,26490636,432898,5183473,4383561,550577,2313297,2075407,7347091,2280362,1071669,437151,256171,438035,6499357,5624648,5582058,557706,26813776,2280214,5306990,95702,491125,3148873,97121,385145,2475656,122441
2009/1/8,1065001,1249247,7435818,1765302,304935,4983372,3289574,939635,2468677,2827361,3847637,3314871,1530493,357501,851378,264433,7641056,4190334,8877091,1212968,16037385,1058012,3435195,36378,467990,2892405,178698,199028,1834557,84807
2009/1/9,1020722,962361,4748193,1849540,359906,5076014,3784508,807468,3528426,1762978,5087219,1743845,1113379,359196,297136,201511,7316998,5276954,13184876,597842,14999850,1285213,3360622,22664,360188,8614412,131308,296280,1683500,131592
2009/1/12,891874,827830,2305332,26490636,222087,3292685,3279950,752581,3671683,2827361,3037956,2388307,515970,672372,296643,186262,5823238,3752601,6952299,423280,18607316,1765099,3093648,28772,325818,3465872,97121,100409,2484338,341046
2009/1/13,1247146,1375213,2370461,26490636,220480,4519473,4007041,775095,3261183,2329519,5749022,2559845,758956,337122,390135,376872,8840436,6137916,11008725,622800,17572520,1902222,4626204,26632,266908,3552465,149807,119750,1834557,237653
2009/1/14,2138942,1474406,2955710,3031875,288073,6464429,5623205,877037,4699823,2214921,8161422,3463149,1377318,421227,543821,217735,13676144,9366003,24976088,640866,28729729,1918503,5095889,18168,387854,5583211,131171,309463,1778792,119923
2009/1/15,1428443,1316141,4289543,5648258,343762,7764135,4620369,950648,3480124,2451890,8065286,4350349,1011708,601796,1316509,231301,15574790,7138479,16444251,1319394,30278272,1874601,4600960,15195,474059,6065820,139518,180366,2904000,126386
2009/1/16,1341017,1253257,3830734,3420725,463349,6434717,4116196,788207,2594584,2649135,8870592,4147001,1140694,362240,613734,82768,14407215,6007011,14317688,4934056,22978305,1309709,6125090,16687,181419,5859386,101849,196203,1651738,103201
